微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Iu8hTyOYr,#微观民生#【我市暂退部分旅游服务质量保证金】落实省文旅厅《关于暂退部分旅游服务质量保证金支持旅行社应对经营困难的通知》精神，支持旅行社应对经营困难，市文广旅局决定向旅行社暂退部分旅游服务质量保证金。暂退范围为全市所有已依法缴纳保证金、领取旅行社业务经营许可证的旅行社，暂退标准为现有缴纳数额的80%。被法院冻结的保证金不在此次暂退范围之内。办理时各旅行社法人须携带本人身份证复印件和旅行社公章，如非独立法人的，请其他法人出具书面委托书，签字摁手印，并将本人身份证复印件附后；同时携带现有银行的《旅行社质量保证金存款协议书》和存单原件；现场填写《承诺书》并签字盖章。根据疫情管控情况，建议2月17号后统一到泰州市鼓楼南路299号市文化广电和旅游局611办公室办理。联系人:徐业峰，电话：0523-86839302。 ,,无,无,无,2020-02-14 10:35,360安全浏览器,1,0,0
Iu7ZQv6oK,#微观民生# 图示泰州市新型冠状病毒肺炎疫情  [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/be780da6gy1gbvowybofuj216f0u0n1h.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gbvox0s5poj20u016en37.jpg",无,无,2020-02-14 09:50,OPPO R9,16,2,2
Iu7zevH5D,2020年2月13日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例23例。其中，轻型病例2例，普通型病例21例。新增出院病例6例。新增重型病例1例（原为普通型病例），新增危重型病例1例（原为重型病例）。新增确诊病例中，南京市1例、无锡市2例、徐州市5例、常州市5例、南通市1例、连云港市3例、淮安市5例、盐城市1例。其中，年龄最大的80岁，最小的22岁。男性11人，女性12人。所有病例均已在定点医院救治，病情平稳。http://t.cn/A6hqwEyh ,,无,无,无,2020-02-14 08:45,OPPO R9,23,1,13
Iu76jr6Cv,#今日天气# 早安，泰州！今天阴到多云，有时有小雨，早晨有雾。东到东南风3级左右。今天最高气温：16℃左右，明天最低气温：3～4℃。  原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gbvkymxq10j206a03wwed.jpg,无,无,2020-02-14 07:34,OPPO R9,1,1,0
Iu3ZyyQjI,今天，这些泰州人被这封信点名……今天，这些泰州人被这封信点名……  ,,无,无,无,2020-02-13 23:39,OPPO R9,15,1,0
Iu3VN7QlC,七必备、四步走、六到位……泰州“复工指南”，请收藏！七必备、四步走、六到位……泰州“复工指南”，请收藏！  ,,无,无,无,2020-02-13 23:29,OPPO R9,2,1,4
Iu3JxoMM9,@泰州志愿者，继续伸出您的援助之手，让这座城市更温暖！@泰州志愿者，继续伸出您的援助之手，让这座城市更温暖！  ,,无,无,无,2020-02-13 22:59,OPPO R9,7,2,0
Iu2LRg0Ud,#权威发布# 为我们深爱的泰州战“疫”到底——致全市人民的一封信为我们深爱的泰州战“疫”到底——致全市人民的一封信  ,,无,无,无,2020-02-13 20:32,OPPO R9,10,0,1
Iu292d6XB,#微观民生# 泰州交警战“疫”十二时辰泰州交警战“疫”十二时辰  ,,无,无,无,2020-02-13 18:57,微博 weibo.com,3,0,4
Iu1MI6CvB,#微观民生# 抗击疫情，泰州疾控在行动——流调篇抗击疫情，泰州疾控在行动——流调篇  ,,无,无,无,2020-02-13 18:02,微博 weibo.com,4,0,0
Iu1Jbrft4,中国人的故事|守护者日记：你的专业可以为抗疫做什么?http://t.cn/A6h4UK7x  ,,无,无,无,2020-02-13 17:53,360安全浏览器,1,0,0
Iu1DMkLLD,#文艺苏军战疫行动# #微观民生# 文艺抗“疫”丨优秀作品选登文艺抗“疫”丨优秀作品选登  ,,无,无,无,2020-02-13 17:40,微博 weibo.com,3,0,1
Iu1jThuqk,逆行的身影 | 今年春节，的确有几张舍不得删掉的照片......逆行的身影 | 今年春节，的确有几张舍不得删掉的照片......  ,,无,无,无,2020-02-13 16:51,微博 weibo.com,3,1,2
Iu0QFljqW,#微观民生#【一家三口都是医生，51岁的他包干了28户】对于51岁的李秋根来说，这个春节过得并不舒坦，本来说好了祖孙四代能抽空一起吃顿团圆饭，谁知到现在也没吃上……城中街道社区卫生服务中心副主任李秋根的一家三口都是医生，夫人在城东街道社区卫生服务中心，儿子在第四人民医院，面对突如其来的疫情，一家三口都坚持奋战在抗击疫情的第一线。城中街道社区中心将医护人员分成三组，每一组由党员带队，分别为重点人群上门登记、测量体温。目前，李秋根所在的小组包干对象有28户。 原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gbum21wo6bj20b40et77s.jpg,无,无,2020-02-13 15:39,微博 weibo.com,3,1,0
Iu0FTvB66,泰州确诊病例地点分布（截至2月12日24时）泰州确诊病例地点分布（截至2月12日24时）  ,,无,无,无,2020-02-13 15:12,360安全浏览器,10,2,1
Iu0APFB01,#微观民生# 配送到小区，交通惠民服务站让市民吃上新鲜放心菜！配送到家，交通惠民服务站让市民吃上新鲜放心菜！  ,,无,无,无,2020-02-13 15:00,微博 weibo.com,3,3,2
Iu0oFjoA8,#微观民生#【农业开发区企业互助渡难关】“我这边有企业疫情防范手册。”“哪家企业缺消毒药水，群里喊一声。”近期企业有序复工，市农业开发区建立的“企业联盟”微信群热闹起来，不仅及时发布企业复工防控各项细节要求，同时成为企业互帮互助的主阵地。该园区共有90多家企业，除了已复工的16家外，其余企业都在完善防疫措施有序推进复工。园区相关部门充分利用“企业联盟”微信群，将企业关心的复工内容“上网”，宣传关于企业疫情防控的要求，了解企业拟复工时间和疫情防控要求的落实情况等， 此外还为各企业互帮互助、调配物资提供便利。 原图 ,,http://wx4.sinaimg.cn/large/be780da6gy1gbum1mkoqfj20b40et42z.jpg,无,无,2020-02-13 14:30,微博 weibo.com,3,0,0
Iu07C2PW0,#送硬核江苏上热搜# 泰州又有9例出院啦！累计治愈15例！泰州又有9例出院啦！累计治愈15例！  ,,无,无,无,2020-02-13 13:48,微博 weibo.com,28,3,11
ItZSAE0ck,#微观民生#【上阵父子兵】打虎亲兄弟、上阵父子兵。连日来，众多父子兵、母子兵奋战在疫情防控第一线。他们主动参与志愿服务，团结一心，互相鼓励，唱响奉献之歌，坚定了战胜疫情的信心。  [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/be780da6gy1gbum12qesqj20b407edik.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gbum12wctxj20b407eq5s.jpg,http://ww2.sinaimg.cn/large/be780da6gy1gbum12umcyj20b407e772.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gbum12w7gfj20b407edii.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gbum13loxxj20b407ediw.jpg,http://ww2.sinaimg.cn/large/be780da6gy1gbum12zb16j20b407edin.jpg",无,无,2020-02-13 13:11,微博 weibo.com,4,4,2
ItZMnBgXr,2月13日，经江苏省卫生健康委确认，我市确诊新增1例新型冠状病毒肺炎病例，为海陵区病例。现将其活动情况通报。情况通报  ,,无,无,无,2020-02-13 12:55,OPPO R9,4,5,3
ItZFBst11,#微观民生# 暴雪到江苏！泰州……暴雪到江苏！泰州……  ,,无,无,无,2020-02-13 12:39,微博 weibo.com,11,2,6
ItZxBjN1Y,#送硬核江苏上热搜##微观民生# 推进有序复工，泰州破解三难推进有序复工，泰州破解三难  ,,无,无,无,2020-02-13 12:19,OPPO R9,3,0,3
ItZoXxrFg,#微观民生#【每个“陌生人”都有相应跟踪服务】 2月10日起，我市符合复工必备条件的企业经审批后陆续有序复工，泰州火车站出行人数也明显增加。目前火车站防控点海陵组接触到的人群分为来泰务工人员（有接收点）、过境因长途车停运滞留人员、站内转车人员、来泰务工人员（无接收点）四类，来泰务工人员（有接收点）按要求检查登记完之后予以放行，但需居家隔离14天；过境因长途车停运滞留人员按要求检查登记后，引导其乘坐已消毒的出租车至目的地，并跟踪其行动轨迹；站内转车人员按要求检查登记完之后自行上车；来泰务工人员（无接收点）按要求检查登记完之后由区卫健委送至指定隔离点或劝返。 原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gbum09yxb2j20b408bgod.jpg,无,无,2020-02-13 11:58,微博 weibo.com,12,1,8
ItZb6j9rO,#微观民生#【苏中药业开足马力生产抗毒药品】连日来，位于姜堰区的苏中药业集团三大药品生产车间一派繁忙景象，近200名员工日夜加班加点生产抗病毒类药品，每日生产生脉注射液、清宣止咳颗粒、利巴韦林片等药品700件左右，全力保障疫情防控用药需求，尽最大努力协助各级机构控制新冠病毒的蔓延。目前，生脉注射液、利巴韦林片已被国家卫健委列入新型冠状病毒第四版、第五版诊疗方案用药，清宣止咳颗粒被列入湖南省卫生健康委《湖南省儿童新型冠状病毒感染的肺炎临床诊断与治疗专家共识（试行第一版）》。 原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gbulzgbl4rj20b409bacp.jpg,无,无,2020-02-13 11:23,360安全浏览器,12,1,0
ItYPqmcsd,上班了，我的口罩还没到货，该怎么办？告诉你简便实用的一招上班了，我的口罩还没到货，该怎么办？告诉你简便实用的一招  ,,无,无,无,2020-02-13 10:30,360安全浏览器,3,3,5
ItYMM7g6m,10个暖心故事，带你感受“中国速度”背后的力量......10个暖心故事，带你感受“中国速度”背后的力量......  ,,无,无,无,2020-02-13 10:23,360安全浏览器,3,1,0
ItYKfbUZC,微视频丨《一定胜利》http://t.cn/A6hyZqgt  ,,无,无,无,2020-02-13 10:17,360安全浏览器,1,0,0
ItYIVB6Wv,医用外科口罩是如何做出来的|极简科学课http://t.cn/A6h2F6Hc  ,,无,无,无,2020-02-13 10:14,360安全浏览器,2,13,6
ItYrppJVV,#微观民生# 图示泰州市新型冠状病毒肺炎疫情  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/be780da6gy1gbuiq8r9vzj216f0u0td8.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gbuiqbxffbj20u016e7af.jpg",无,无,2020-02-13 09:31,OPPO R9,19,4,10
ItYeOpu5b,2月13日，经江苏省卫生健康委确认，我市确诊新增1例新型冠状病毒肺炎病例，为海陵区病例。新增9例治愈出院病例，为靖江市4例、海陵区1例、高港区2例、姜堰区1例、泰州医药高新区1例。泰州市新型冠状病毒肺炎疫情通报（18）  ,,无,无,无,2020-02-13 09:00,OPPO R9,47,4,18
ItY8wlvOk,2020年2月12日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例27例。其中，轻型病例6例，普通型病例21例。新增出院病例37例。新增确诊病例中，南京市3例、无锡市1例、徐州市5例、常州市2例、苏州市1例、南通市1例、连云港市3例、淮安市4例、盐城市4例、扬州市2例、泰州市1例。其中，年龄最大的91岁，最小的7岁。男性17人，女性10人。所有病例均已在定点医院救治，病情平稳。http://t.cn/A6hU6yZf ,,无,无,无,2020-02-13 08:44,OPPO R9,14,6,24
ItXFj2Vox,#今日天气# 早安，泰州！今天多云转阴有小雨，早晨局部有雾。东南风3级左右。今天最高气温：18℃，明晨最低气温：11℃。  原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gbufb0m22sj206a03wwed.jpg,无,无,2020-02-13 07:32,OPPO R9,8,7,0
ItTVZk1ej,#微观民生# 海陵·双十条海陵·双十条  ,,无,无,无,2020-02-12 22:02,OPPO R9,7,1,6
ItTKIbAG2,#微观民生# 爱心不断线、“众筹”解困忧……泰州两位“中国好人”倡议为行动不便空巢和孤寡老人送包子爱心不断线、“众筹”解困忧……泰州两位“中国好人”倡议为行动不便空巢和孤寡老人送包子  ,,无,无,无,2020-02-12 21:35,OPPO R9,5,0,0
ItTGorhTO,#微观民生# 隔离区的“逆行者”隔离区的“逆行者”  ,,无,无,无,2020-02-12 21:24,OPPO R9,3,0,0
ItTnCeXpS,#微观民生# 抗击疫情，泰州疾控在行动——检验篇抗击疫情，泰州疾控在行动——检验篇  ,,无,无,无,2020-02-12 20:38,OPPO R9,4,1,0
ItTn4c9di,#送硬核江苏上热搜##微观民生# “疫”线“警”事｜8分钟！只为和生命赛跑！“疫”线“警”事｜8分钟！只为和生命赛跑！  ,,无,无,无,2020-02-12 20:36,OPPO R9,5,1,0
ItT7WCVmh,#微观民生# 点点滴滴，且共春风！泰州，与你同在……点点滴滴，且共春风！泰州，与你同在……  ,,无,无,无,2020-02-12 19:59,OPPO R9,4,0,0
ItScI6JeP,高考是否延迟？刚刚，教育部回应了……高考是否延迟？刚刚，教育部回应了……  ,,无,无,无,2020-02-12 17:38,360安全浏览器,6,1,0
ItSbBeZ99,#微观民生# 2月10日起，我市各级各类学校普遍开展网上教学活动，现针对各地网上教学遇到的一些问题，市教育局做出提示。泰州市教育局重要提示！  ,,无,无,无,2020-02-12 17:35,360安全浏览器,4,2,0
ItRKAo2xo,泰州市人民政府关于支持新型农业经营主体抗疫情渡难关保供应的意见http://t.cn/A6hLa3HL  ,,无,无,无,2020-02-12 16:29,OPPO R9,2,2,1
ItRr9BRKF,泰州确诊病例地点分布（截至2月11日24时）泰州确诊病例地点分布（截至2月11日24时）  ,,无,无,无,2020-02-12 15:41,360安全浏览器,11,0,3
ItRaC2q1g,2月12日，经江苏省卫生健康委确认，我市确诊新增2例新型冠状病毒肺炎病例，均为靖江市病例、亲属关系。现将其活动情况通报。情况通报  ,,无,无,无,2020-02-12 15:00,OPPO R9,1,1,3
ItR0B8EeQ,#微观民生#【这个口罩厂来了一群“临时工”】 身披专用防护服，头戴蓝色防尘头套，动作麻利地将一个个口罩装进包装袋……这几天，高港区永安洲镇一家医疗物资公司口罩车间内一片忙碌。在车间流水线上忙碌的不仅有车间工人，还有一群来自市教育局机关的志愿者。毕竟是非常时期，志愿服务时间长达十个小时以上，工作强度很大， 然而征集志愿者消息发出后就“爆”了，两个班次的20个名额很快被一抢而空。 原图 ,,http://wx2.sinaimg.cn/large/be780da6gy1gbtg28p868j20b40g9tds.jpg,无,无,2020-02-12 14:36,微博 weibo.com,15,0,1
ItQGiCOBw,#微观民生#【扬泰机场发布自驾行车提示】近期旅客如选择从高速自驾前往扬州泰州国际机场，请务必从S28启扬高速扬州泰州机场收费站下。另外，机场高速收费站近期因为疫情防控需要严查严控，车辆通行缓慢，为了不发生误机情况，请旅客务必提前出发，留足登机时间。  ,,无,无,无,2020-02-12 13:46,微博 weibo.com,4,1,25
ItQ2wuonr,#微观民生#【4企业获省核酸检测试剂 项目专项资金800万元】省发展改革委、省财政厅10日下达了2020年度省级战略性新兴产业发展专项资金，支持冠状病毒核酸检测试剂和疫苗药物生产研发项目。我市4家企业的4个检测试剂盒研发及产业化项目获批，共获得专项资金800万元，获批项目数和资金额均列全省第一。此次全省共有10家企业获得核酸检测试剂专项资金，其中我市有4家，均是医药高新区企业，为硕世生物、默乐生物、百世诺医疗和康为世纪生物，各获得200万元资金。 ,,无,无,无,2020-02-12 12:08,微博 weibo.com,17,6,2
ItPMHbOrL,#微观民生#【防疫与复工“两手抓两不误”】 一边是满满当当的汽车、进进出出的员工，一边是长长的警戒线、严格的体温检测……昨天，泰州乐金电子冷机有限公司（简称“泰州LG”）大门前的这个图景，提醒着当前乃非常时期。10日起，我市符合复工必备条件的企业，经审批后正有序复工。作为海陵区最大的出口企业，泰州LG也已复工。“我们现在，防疫与复工两手抓、两不误！”泰州LG人力资源部部长孙海剑强调说，“防疫是前提，我们开启了‘硬核防疫模式’，首先要将防疫工作做好，才能确保安全复工生产。” [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/be780da6gy1gbtetgsprbj20b408cgo0.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gbtetgsu7gj20b408cgop.jpg",无,无,2020-02-12 11:29,微博 weibo.com,3,0,3
ItPnphu6t,泰州市34例确诊新冠肺炎病例分析泰州市34例确诊新冠肺炎病例分析  ,,无,无,无,2020-02-12 10:26,OPPO R9,24,2,5
